DATE,OPEN,HIGH,LOW,CLOSE,SPEED Signal SL,REV SL,SPEED Trend SL
07-07-2014,1937.5,1942.15,1915.05,1923,1912.8,1942.26,1898.49
08-07-2014,1923.8,1927,1852,1888.25,1943.9,1900.54,1951.76
09-07-2014,1879.9,1911.9,1864.3,1873.6,1934.07,1887.57,1949.75
10-07-2014,1875.1,1938.6,1825.05,1862.05,1940.34,1867.99,1949.75
11-07-2014,1860.1,1875.2,1807.6,1816.65,1940.34,1842.36,1949.75
14-07-2014,1817.8,1860.85,1807.3,1846.6,1898.05,1823.24,1949.75
15-07-2014,1854.85,1903.45,1852,1898.9,1805.67,1896.33,1943.9
16-07-2014,1932.4,1975,1906.05,1963.8,1839.6,1914,1805.67
17-07-2014,1970,1971,1946.2,1954.2,1865.86,1922.54,1805.67
18-07-2014,1945,2009.85,1932.5,1995.8,1896.61,1956.08,1805.67
21-07-2014,2014,2038,2002.6,2023.35,1924.02,1990.28,1805.67
22-07-2014,2034.4,2035.65,2002.2,2016.3,1954.86,2013.57,1805.67
23-07-2014,2018.8,2043.05,1984,2000.05,1972.68,2044.89,1850.33
24-07-2014,2000,2010.9,1982.5,1996.7,1980.52,2044.89,1904.33
25-07-2014,1999,2009,1971.35,1985.75,1984.41,2026.81,1930.76
28-07-2014,403.45,407.35,393.6,395.35,2010.81,1661.81,2044.89
30-07-2014,399.9,403.7,392.15,401.7,1682.5,406.98,2044.89
31-07-2014,402,403.35,390.05,391.65,1358.8,403.34,2044.89
01-08-2014,388,397,384.9,387,1036.14,402.99,2044.89
04-08-2014,391.7,394.25,387.2,390.85,714.87,387.87,2012.71
05-08-2014,392.5,395.5,386.85,392.95,500.74,387.44,2010.81
06-08-2014,392,392.05,382.2,383.2,395.86,384.42,407.72
07-08-2014,380.05,386.55,380.05,381.1,392.4,382.81,404.06
08-08-2014,375,377.3,369.05,371,388.63,379.87,403.71
11-08-2014,374,377.9,372.6,376.75,385.54,377.14,397.36
12-08-2014,377,383.15,374.55,381.85,383.23,372.26,395.86
13-08-2014,378.15,380.65,372,373.9,381.15,371.67,395.86
14-08-2014,373.5,379.45,371,377.8,380.36,370.67,392.4
18-08-2014,377.8,396.5,375.85,394.7,370.67,385.63,368.72
19-08-2014,397.3,401.9,395.25,397.85,375.51,390.14,368.72
20-08-2014,398.4,398.9,392.35,394.2,381.82,392.7,370.67
21-08-2014,394.8,402.15,393.1,398.65,386.49,397.47,370.67
22-08-2014,400,405,400,402.8,391.58,402.28,370.67
25-08-2014,402.5,407.35,397.7,398.75,394.71,402.81,370.67
26-08-2014,391,400.25,390,397.6,394.09,407.72,375.51
27-08-2014,399.05,402.55,396.65,398.75,395.02,403.71,389.65
28-08-2014,399.5,401.9,392.15,397.25,394.73,403.56,389.65
01-09-2014,398.95,406.9,397.5,405.4,391.8,404.32,389.65
02-09-2014,407,411.8,406.3,409.25,396.86,405.74,389.65
03-09-2014,411,414.9,408.1,413.7,400.44,408.64,389.65
04-09-2014,411.4,417.35,409,416.4,403.45,412.15,389.65
05-09-2014,416,419.25,413.7,415.95,407.48,415.52,391.8
08-09-2014,417.65,423.45,414.75,420.75,410.85,418.63,391.8
09-09-2014,420.7,422,415.75,418.7,412.74,420.62,397.14
10-09-2014,419,419,414.55,416.5,413.7,421.11,405.93
11-09-2014,418.4,423.8,416.15,418.5,414.18,421.77,407.73
12-09-2014,418,419.75,414.15,416.95,413.78,421.94,408.63
15-09-2014,414.9,414.9,409.7,411.65,420.13,413.34,409.33
16-09-2014,411,414,397.35,399.15,417.48,408.82,424.18
17-09-2014,401,402.7,395.65,397.95,414.37,404.92,424.18
18-09-2014,395.6,406.4,393.8,405.3,411.49,401.34,424.18
19-09-2014,407.7,410.9,398.2,407.65,410.14,393.45,424.18
22-09-2014,403.8,412,402.05,408.2,409.8,397.28,420.13
23-09-2014,407,409.65,398.1,399.1,409.16,397.67,415.27
24-09-2014,399,400.9,393.15,397,410.02,397.33,414.37
25-09-2014,394.5,395.35,375.25,377.85,405.06,391.93,412.37
26-09-2014,375,391.8,370.25,389.55,401.96,387.07,412.37
29-09-2014,391.7,391.7,384.5,386.05,397.47,383.13,412.37
30-09-2014,385,385.65,376.45,377.7,392.85,379,412.37
01-10-2014,375.6,381.5,374,379.95,389.27,375.47,410.02
07-10-2014,377.5,384.95,372.3,373.6,387.51,375.2,401.26
08-10-2014,372.75,380.25,372.35,379,385.3,374.85,395.71
09-10-2014,381,389.8,381,387.4,372.01,384.58,392.15
10-10-2014,384,384.25,377.55,379.2,375.13,384.52,392.05
13-10-2014,375.95,389,373,386.9,372.66,386.51,390.15
14-10-2014,389.2,400.7,387.55,397.1,372.66,390.73,371.96
16-10-2014,395,402.45,390.25,393.65,382.39,394.46,371.96
17-10-2014,395.9,405,394.55,401.6,385.07,397.48,372.01
20-10-2014,413.85,419.4,410,417.85,392.2,405.16,372.66
21-10-2014,419,424.8,418,423.05,398.17,411.76,372.66
22-10-2014,427,427.9,419.75,424.45,405.06,418.38,372.66
23-10-2014,427,427,423,423.75,411.53,422,387.2
27-10-2014,424.6,428.95,420.35,426.8,417.06,426.84,389.9
28-10-2014,427.2,430.6,422.6,424.2,419.97,428.34,394.19
29-10-2014,426.95,429,422.5,425.55,421.12,428.93,409.63
30-10-2014,425,431.3,422,430.2,421.62,430,417.62
31-10-2014,432,440.4,431.75,439.4,421.62,433.3,419.37
03-11-2014,442,447,437.4,445.25,427.84,437.03,419.97
05-11-2014,445.25,460.75,443.65,457.95,432.64,444.15,419.97
07-11-2014,461.9,472.4,460.35,469.05,438.49,453.22,421.62
10-11-2014,471,475.4,458.65,460.5,445.62,460.71,421.62
11-11-2014,461,468.7,461,466.7,452.71,466.18,421.62
12-11-2014,469,482.7,466.35,481.15,458.97,473.8,431.36
13-11-2014,483.95,485.9,470.05,473.6,462.9,477.48,437.01
14-11-2014,475,479.75,470.55,476.9,464.81,478.83,443.25
17-11-2014,477.9,477.9,471,475.9,468.34,480.4,458.24
18-11-2014,475.85,479.9,471.2,474,469.93,482.18,458.24
19-11-2014,475.9,475.9,467,470.2,469.01,480.33,460.59
20-11-2014,471,471.7,462.9,466.65,477.43,468.08,462.48
21-11-2014,467.5,482.5,466.1,476.95,478.1,462.48,462.48
24-11-2014,479,482.55,475.3,478.15,465.68,478.73,462.48
25-11-2014,479,479.9,466.65,470.75,466.23,478.6,462.48
26-11-2014,470.9,473.75,464,470.3,463.58,478.53,462.48
27-11-2014,470.25,472.5,462.65,469.4,462.23,479.02,462.23
28-11-2014,471.8,485.8,471.05,481.2,462.23,479.69,462.23
01-12-2014,484.4,493.2,481.15,489.15,469.41,482.19,462.23
02-12-2014,489,494.8,484.5,493,473.76,485.96,462.23
03-12-2014,494,500.7,490.65,499.05,479.34,491.62,462.23
04-12-2014,501.4,502.7,491.2,499.95,484.74,497.82,462.23
05-12-2014,502,506.4,496.5,498.55,489.53,501.18,462.23
08-12-2014,499.95,503,495.5,496.6,491.78,502.53,470.63
09-12-2014,495.95,496,487,488.8,503.45,491.48,480.72
10-12-2014,488.55,496.15,486.5,489.25,500.32,489.92,484.06
11-12-2014,488.8,494.7,480.1,490.5,498.74,487.72,479.67
12-12-2014,491.2,493.55,481.55,483.4,496,484.56,479.67
15-12-2014,480,487.4,475.3,476.75,493.99,480.27,506.86
16-12-2014,475,476.5,465.25,472,489.22,476.43,503.45
17-12-2014,468.35,480.5,464.2,474.85,486.7,472.58,496.6
18-12-2014,483,490,480,487.95,463.78,485.74,496.6
19-12-2014,496.9,496.9,488.3,490.25,474.13,486.65,497.35
22-12-2014,491.4,500.75,486.5,498.3,477.61,490.56,463.78
23-12-2014,501,506,492.55,493.8,482.18,495.58,463.78
24-12-2014,494,497.7,491.2,494.3,487.22,498.67,463.78
26-12-2014,495.75,500,488,494.45,487.56,500.34,463.78
29-12-2014,495,499.6,491.2,494.1,487.56,501.02,479.57
30-12-2014,495.05,499.95,490,498.8,489.56,500.75,486.06
31-12-2014,500.05,505,499,502.4,489.56,501.33,486.06
01-01-2015,502.65,504,499.05,503.05,493.66,502.82,487.56
02-01-2015,503.2,516.9,501.7,514.3,497,506.81,487.56
05-01-2015,516.9,520.4,515.1,517.55,501.25,511.12,487.56
06-01-2015,513.55,513.55,496.75,499.05,520.87,501.95,489.56
07-01-2015,498.8,505.35,494.5,498.65,514.01,500.83,489.56
08-01-2015,506,507,494.65,501.95,512.91,499.9,494.05
09-01-2015,504.9,505.9,487,494.95,509.84,496.09,486.56
12-01-2015,495,503.8,492.15,501.55,507.02,492.01,486.56
13-01-2015,504,511.7,500.3,504.5,512.16,493.33,486.56
14-01-2015,504.5,505.75,494.2,499.6,512.16,493.39,486.56
15-01-2015,523.45,523.95,511.1,514.05,493.76,510.24,486.56
16-01-2015,516.6,521.5,512.6,514.8,501.08,513.26,486.56
19-01-2015,519.45,531.8,516.85,528.95,506.16,519.01,486.56
20-01-2015,532.55,554.7,531.1,551.4,513.64,528.95,491.71
21-01-2015,553,556.8,545.55,547.25,521.48,538.7,493.76
22-01-2015,549.7,567.15,547.8,564.75,530.39,548.78,493.76
23-01-2015,571,577.4,560.3,565.15,540.05,559.78,510.64
27-01-2015,570.9,597.8,567,592.1,550.36,573.67,512.14
28-01-2015,590,599.8,583.45,590.6,560.8,581.42,516.38
29-01-2015,588.95,602,582.1,599.5,570.24,591.99,530.62
30-01-2015,602.75,604.05,583.7,588.1,575.68,597.63,545.06
02-02-2015,586,621,584.4,617.3,582.93,608.8,547.31
03-02-2015,623,625.6,584.5,586.6,582.68,610.61,559.8
04-02-2015,591,592,553.25,558.6,626.16,574.91,626.16
05-02-2015,562.4,578.5,558.6,565.9,601.26,568.87,626.16
06-02-2015,568,571.5,545.75,563.15,596.12,562.66,626.16
09-02-2015,555,569.6,550,553.6,583.06,553.02,626.16
10-02-2015,546.9,569.8,540.5,554.1,574.21,546.54,626.16
11-02-2015,559.35,572.65,555.5,569.25,573.17,549.55,626.16
12-02-2015,573,581.5,564,578.75,551.78,574.65,592.53
13-02-2015,582.15,588.75,576.5,581.1,557.12,577.3,589.28
16-02-2015,583,584,566.1,570.3,560.53,580.38,589.28
18-02-2015,572,574,564,569.5,563.49,581.42,589.28
19-02-2015,574,575.6,553.25,565.25,552.75,581.43,589.28
20-02-2015,566.45,570.8,554,561.5,552.75,578.37,589.28
23-02-2015,563.5,567,546.05,549.05,573.22,554.61,589.28
24-02-2015,549.9,555.7,542,551.8,568.58,550.82,589.28
25-02-2015,554.2,558.6,550.1,553,565.25,547.79,584.53
26-02-2015,552.65,557.65,543.8,552.3,561.76,546,576.12
27-02-2015,555.6,570.35,550.35,567.15,543.31,562.7,576.12
28-02-2015,574,618.9,562.8,612.6,549.85,576.99,541.51
02-03-2015,630,650,628.7,647.55,562.29,596.57,541.51
03-03-2015,649,649,628.55,631.4,580.93,629.12,541.51
04-03-2015,650.9,654.9,608.15,612.75,596.59,655.49,543.31
05-03-2015,613,622,603.5,616.8,606.84,655.49,543.31
09-03-2015,610,610,589.15,591.6,634.83,608.15,549.85
10-03-2015,591.9,594.8,580,585.45,622.43,597.06,562.29
11-03-2015,585.25,592.7,580,583.85,612.17,588.01,579.48
12-03-2015,587.5,593.5,582.7,584.1,602.53,584.89,579.48
13-03-2015,589.5,590.95,564.1,570,594.03,575.48,655.49
16-03-2015,569.5,573.8,559.1,568.6,591.48,570.82,622.56
17-03-2015,574.9,585.8,567.05,580.1,586.78,568.98,610.55
18-03-2015,584.25,585.8,575.75,581.25,586.33,568.53,595.34
19-03-2015,588,595.55,558.5,563.55,596.09,562.43,596.09
20-03-2015,563,564,551.7,556.25,596.09,560.74,596.09
23-03-2015,559.9,562,552.65,555.2,577.41,558.89,596.09
24-03-2015,553.95,566,551.25,558.05,572.88,555.16,596.09
25-03-2015,559.85,567.15,553.9,562.2,569.31,550.96,596.09
26-03-2015,560,561.45,537.5,544.3,567.66,547.87,596.09
27-03-2015,548,551.25,526.1,546.4,562.28,543.99,596.09
30-03-2015,552.5,565.45,549.35,563.55,525.63,564.07,567.66
31-03-2015,567.9,573.5,557.25,560.2,545.02,564.96,574.02
01-04-2015,557.7,572,555.25,569.65,545.87,566.51,574.02
06-04-2015,571.95,571.95,562.1,569.05,551.75,569.58,574.02
07-04-2015,571,573,555,557.85,554.5,572.08,574.02
08-04-2015,561.8,564,551.1,555.9,550.6,570.75,574.02
09-04-2015,560,577,555.1,572.15,550.6,572.95,577.52
10-04-2015,573.4,574.8,565.4,568.05,554.6,572.43,577.52
13-04-2015,570,571.65,562,566,556.61,571.99,577.52
15-04-2015,566.9,573.5,541.35,550.2,574.02,553.74,577.52
16-04-2015,552,556.4,543.05,550.8,574.02,552.49,577.52
17-04-2015,550,550.35,531.8,533.7,563.66,546.04,577.52
20-04-2015,534.1,538.25,507,518.25,556.03,534.06,577.52
21-04-2015,518.25,532.7,516.55,523.2,548.16,524.9,575.32
22-04-2015,526.95,545,520.3,540.1,544.41,516.09,574.02
23-04-2015,543.25,548.7,535.55,538.2,542.2,519.83,574.02
24-04-2015,538,538.25,519.9,527.25,540.52,518.85,556.9
27-04-2015,529.4,540.75,522.35,524.2,540.62,519.43,550.85
28-04-2015,523.9,539.45,519.1,535,542.93,518.63,549.19
29-04-2015,535.9,559.9,535.25,551.95,518.63,545.5,516.09
30-04-2015,563.3,582.4,559,567.8,530.38,552.38,518.63
04-05-2015,571.4,576,562.8,568.35,539.05,560.04,518.63
05-05-2015,569,574.25,562.5,565.85,547.72,567.39,518.63
06-05-2015,564.05,565.9,541.2,543.3,574.77,550.01,518.63
07-05-2015,539.65,544.8,523.3,527.35,566.41,546.14,518.63
08-05-2015,535.75,548,533.5,540.8,559.56,541.44,522.83
11-05-2015,545.5,552,543.1,551.1,555.37,533.02,522.83
12-05-2015,553,553.9,529.9,532.35,554.4,530.67,522.83
13-05-2015,538,564.2,535.2,558.5,529.42,552.56,522.83
14-05-2015,557.4,558.8,547.5,555.85,534.72,556.62,522.83
15-05-2015,558.5,567.3,557,562.05,542.77,560.46,522.83
18-05-2015,563.3,569.85,558.65,567.5,545.84,564,529.42
19-05-2015,566,570.9,558.6,561.45,552.41,568.23,529.42
20-05-2015,562.75,566.85,556.5,558.25,555.03,571.41,529.42
21-05-2015,560,572,560,570.45,557.76,572.51,534.72
22-05-2015,571.3,576.65,563.75,568.65,558.92,577.17,547.01
25-05-2015,568.1,569.75,560.2,562.1,558.41,577.17,556
26-05-2015,563,566.8,558.2,564.25,559.01,570.7,556
27-05-2015,562,579.5,561.25,577.8,557.7,574.68,556
28-05-2015,578.95,585.8,570.4,574.65,560.74,576.39,556
29-05-2015,575.5,587.3,574.7,585.4,565.41,579.32,557.7
01-06-2015,586.9,588.9,577.1,578.45,568.56,582.93,557.7
02-06-2015,582,582.4,548.4,553.1,589.43,564.73,589.43
03-06-2015,553.25,554,538.55,550.9,582.92,559.82,589.43
04-06-2015,560,560,546,556.4,574.45,555.86,589.43
05-06-2015,556,557.25,546.05,548.4,567.41,549.12,589.43
08-06-2015,547,557.5,544,553.6,562.11,543.49,589.43
09-06-2015,552.05,564,550.45,558.7,560.27,543.51,589.43
10-06-2015,558.9,567.7,558.85,564.5,549.34,562.56,582.92
11-06-2015,567.9,570.2,545.05,546.75,570.71,547.24,570.71
12-06-2015,547,552.5,540.8,551.45,570.71,547.27,570.71
15-06-2015,553.9,555,545.35,550.05,561.92,547.14,570.71
16-06-2015,550,553.95,540.05,551.15,560.26,545.42,570.71
17-06-2015,553.1,557.4,547.6,549.25,557.9,542.57,570.71
18-06-2015,551.7,554.8,547.4,550.05,557.9,544.35,570.71
19-06-2015,554,555.4,548.25,551.55,555.9,545.17,570.71
22-06-2015,556.55,575.9,556.55,572.15,547.76,560.73,539.56
23-06-2015,575.6,579.5,566.3,571.3,552.69,565.07,539.56
24-06-2015,572,577.4,567.2,571.5,556.93,569.41,539.56
25-06-2015,568.1,577.9,567.05,570.05,560.67,573.85,546.91
26-06-2015,568.1,569.7,560,565.5,563.15,578.42,546.91
29-06-2015,554,567.3,546,562.7,575.13,561.05,545.51
30-06-2015,561.05,566,553,558.95,572.56,558.54,545.51
01-07-2015,558.8,580.5,556.85,578.65,552.5,574.62,545.51
02-07-2015,580.1,586.65,576.1,584,556.35,577.05,545.51
03-07-2015,581.85,588.5,581,585.95,564.65,580.89,545.51
06-07-2015,575.5,585.8,573.5,584.2,569.95,584.39,545.51
07-07-2015,585.3,590.75,581.35,586.2,572.98,589.44,545.51
08-07-2015,578,585,574.9,576.65,574.38,588.57,552.5
09-07-2015,575.85,577.4,566.4,571.7,586.34,575.23,556.35
10-07-2015,574.2,583,570.8,578.1,585.24,573.19,565.89
13-07-2015,578.1,583.45,570.15,581.95,584.85,572.6,565.89
14-07-2015,582.6,587.65,578.9,583.9,584.29,569.64,565.89
15-07-2015,584.55,589.45,581.5,584,585.42,573.74,565.89
16-07-2015,587.4,613.45,587,608.65,579.01,593.79,565.89
17-07-2015,604.5,609.9,598.5,602.1,584.1,598.74,565.89
20-07-2015,600,603.4,590.3,599.9,587.85,602.45,569.64
21-07-2015,596.6,601,582.75,584.65,604.07,587.57,569.64
22-07-2015,582.85,593.5,579,589.85,605.56,587.75,578.38
23-07-2015,590,598.55,581.4,583.75,600.62,584.68,578.48
24-07-2015,587.65,593.75,575.1,580.45,599.09,579.75,574.58
27-07-2015,577.5,579.45,553.75,555.8,594.28,570.6,610.45
28-07-2015,558.6,564,550.45,561.25,584.59,565.65,603.94
29-07-2015,563.3,568.15,562,567.2,579.32,562.05,601.54
30-07-2015,571.4,575.75,563.1,565.7,576.27,558.73,599.09
31-07-2015,567.7,579.3,567,573.5,579.82,557.69,599.09
03-08-2015,576,582.7,573.4,576.7,583.22,562.87,594.28
04-08-2015,578.9,584.45,571.65,580.1,584.98,566.85,584.98
05-08-2015,582,589.5,576.5,580.4,590.03,569.11,590.03
06-08-2015,580,586.5,578.95,584.75,590.03,573.05,590.03
07-08-2015,584.9,584.9,576,580.3,587.03,574.78,590.03
10-08-2015,582.75,584.7,570.75,575.9,586.47,574.19,590.03
11-08-2015,577.7,580.85,566.35,571.25,585.23,572.54,590.03
12-08-2015,569.4,569.8,556,557.85,581.37,568.12,590.03
13-08-2015,563.5,571.45,560,567.55,577.85,564.31,590.03
14-08-2015,565.15,574.25,554.85,570,576.47,560.82,587.03
17-08-2015,569.75,571.75,560.05,561.4,574.77,558.33,585.43
18-08-2015,567,567.25,555.5,561.35,572.26,556.47,585.23
19-08-2015,560.9,561.75,552.8,554,569.73,556.07,581.37
20-08-2015,550,553,529.5,533.4,564.75,548.69,574.77
21-08-2015,527,528.9,514.3,525.3,556.33,540.35,574.77
24-08-2015,506.7,506.7,475.1,482.05,546.49,522.8,574.77
25-08-2015,489,506.25,483.5,502.95,534.24,506.24,572.26
26-08-2015,499.5,501.9,488.65,495.6,520.83,497.15,567.76
27-08-2015,505.7,512,496.45,509.25,512.71,488.21,562.26
28-08-2015,516,528.9,502.25,508.15,511.23,488.37,553.5
31-08-2015,506.7,517.9,502,507.75,514.36,494.63,529.38
01-09-2015,500,501,477.15,480.1,518.37,491.09,529.38
02-09-2015,483.05,488,464.6,466.6,506.91,484.95,529.38
03-09-2015,471,489.5,468.75,486.9,502.78,479.78,529.38
04-09-2015,483.1,483.4,462.5,468,494,472.17,529.38
07-09-2015,469.65,472.2,446.75,449.85,483.86,460.14,529.38
08-09-2015,452.25,475.6,450,473.9,481.45,457.39,518.37
09-09-2015,484.2,495,475.1,486.25,449.6,484.31,501.45
10-09-2015,477.8,487,472.1,482.6,460.98,483.18,495.45
11-09-2015,488,493.7,474.6,481.25,463.67,485.51,495.45
14-09-2015,480,498,479.25,496.2,472.45,492.97,446.35
15-09-2015,497.1,498.5,480.85,482.75,476.22,495.15,446.35
16-09-2015,487.45,497,486,494.25,478.6,495.76,449.6
18-09-2015,500,520.4,500,517.45,484.74,503.01,471.68
21-09-2015,510.55,530,508.75,528,493.1,511.81,471.68
22-09-2015,531,534.7,505.2,509.7,495.91,516.78,474.17
23-09-2015,498.75,514.85,497.1,511.7,496.65,521.74,478.82
24-09-2015,510,518.2,506.2,513.95,496.65,525.85,480.42
28-09-2015,514.5,522,505,506.7,503.87,524.29,485.56
29-09-2015,499.9,513.5,485,504.5,498.67,522.47,484.56
30-09-2015,508.8,510,491.5,495.65,516.28,496.62,484.56
01-10-2015,500,503.45,490.9,496.25,513.11,494.5,484.56
05-10-2015,504.5,514.9,501.55,513.25,490.46,512.89,484.56
06-10-2015,517.35,518.55,505,506.4,494.19,512.39,484.56
07-10-2015,503.25,509.8,495,496.8,494.75,519.02,484.56
08-10-2015,500,500.45,484.2,491.5,510.26,493.86,483.76
09-10-2015,495,499.25,486.75,490.45,507.8,492.81,483.76
12-10-2015,497.8,497.8,485.1,487.05,503.12,488.27,483.76
13-10-2015,487,492.1,485,490.9,498.86,485.3,483.76
14-10-2015,489.7,496.8,488.05,495.5,497.41,485.07,483.76
15-10-2015,497,502,495.55,498.7,487.44,497.82,483.76
16-10-2015,494.5,507.5,491.4,504.65,489.4,500.51,483.76
19-10-2015,502,508.8,501.15,506.65,490.96,503.52,484.56
20-10-2015,504.6,513.3,504.6,509.4,497.08,507.51,484.56
21-10-2015,509.3,514.75,505,511.75,500.31,510.95,484.56
23-10-2015,515.25,527.5,515.25,525.65,504.55,516.63,487.61
26-10-2015,528.85,532.7,519.2,521.05,509.03,520.33,490.96
27-10-2015,517.25,528.5,515.65,521.8,511.67,524.01,490.96
28-10-2015,495.7,495.7,476.55,482.9,528.98,505.57,533.18
29-10-2015,485,486.4,467.05,468.95,513.03,495.25,533.18
30-10-2015,472,478.4,465,475.4,504.76,485.96,533.18
02-11-2015,477.8,479.85,473.1,478.25,495.86,478.27,533.18
03-11-2015,481,483.5,473.35,474.65,486.4,469.35,533.18
04-11-2015,480,480.1,470.6,472.5,483.94,468.21,528.98
05-11-2015,472,472,462,463.8,480.53,467.81,496.15
06-11-2015,462,467.5,459.5,465.15,476.16,466.44,486.84
09-11-2015,453,467,445.9,464.95,474.49,461.9,483.94
10-11-2015,463,473.5,462.25,468.35,473.06,445.5,483.94
11-11-2015,474.5,482.4,473,480.35,461.46,474.25,483.94
13-11-2015,475.4,487.2,472.3,484.95,464.63,478.41,445.5
16-11-2015,484,485,477,481.45,467.97,481.76,445.5
17-11-2015,484.75,485,473.05,475.6,471.81,483.77,445.5
18-11-2015,474.7,476.7,462.2,463.55,485.44,470.95,445.5
19-11-2015,468,468,460.1,463.05,480.19,467.89,459.69
20-11-2015,462.95,465.35,458.25,459.85,474.86,464.13,457.84
23-11-2015,461,464.25,458.7,462.7,470.81,460.57,457.84
24-11-2015,462.85,466.95,462.7,463.85,467.52,458.83,457.84
26-11-2015,465.1,468.55,464.5,465.3,468.97,459.91,457.84
27-11-2015,467,475.4,466.1,471,461.28,468.16,457.84
30-11-2015,469.25,474.4,468.1,469.15,463.23,469.96,457.84
01-12-2015,471,471.35,458.15,461.6,474.83,462.53,457.74
02-12-2015,462.25,463.4,457.25,459.5,471.77,461.46,456.84
03-12-2015,460,465.35,458.65,462.5,469.69,460.53,456.84
04-12-2015,459.9,462.8,456.1,460.5,467.28,458.63,455.69
07-12-2015,462.95,465.55,460.3,462.3,465.97,457.27,455.69
08-12-2015,460,462.95,457.5,458.8,465.97,457.37,455.69
09-12-2015,457.05,461.1,448,450.6,463.37,455.11,471.77
10-12-2015,452,454.6,445.1,449.95,461.51,452.35,465.97
11-12-2015,449.95,450.8,436.55,440.65,458.22,447.9,465.97
14-12-2015,432,441.45,429.5,431.35,452.93,441.28,465.97
15-12-2015,432,436.9,429.65,436.1,448.28,436.28,465.97
16-12-2015,437,441.9,434,438.15,444.99,434.03,463.37
17-12-2015,442,443.65,431.45,435.55,444.05,431.03,461.51
18-12-2015,434.3,440.8,431.1,432.55,444.05,429.89,455.01
21-12-2015,432.55,443.2,432.15,442.35,443.6,431.59,451.21
22-12-2015,442.9,450.65,441.6,446.7,431.76,444.45,451.06
23-12-2015,450,452.7,448.2,452,436.69,446.79,429.26
24-12-2015,452.8,455.25,448.45,450.75,440.21,449.23,430.71
28-12-2015,450,456.6,448.4,455.35,444.5,453.23,430.71
29-12-2015,455.4,459.9,451.2,458.35,448,456.32,430.71
30-12-2015,458,460,453.6,455.1,450.15,457.89,431.76
31-12-2015,456,456,448.2,449.1,460.41,449.55,441.2
01-01-2016,449.75,452.9,445.55,449.9,457.71,449.2,445.15
04-01-2016,448.9,448.9,436.15,438.4,455.24,445.83,460.41
05-01-2016,439.9,439.9,433.6,436.45,450.82,441.9,460.41
06-01-2016,439.3,439.3,430,430.7,446.71,436.88,460.41
07-01-2016,425,425.15,407,409.25,441.38,428.14,460.41
08-01-2016,413.5,418.75,410,413.7,435.01,420.85,456.41
11-01-2016,410,423.4,407.4,417.2,428.49,415.9,453.31
12-01-2016,419.8,420.65,401,406.1,423.91,408.8,449.3
13-01-2016,410,411.45,392.45,406.7,421.03,402.45,440.3
14-01-2016,394.8,402,388.75,390.6,415.14,399.08,439.7
15-01-2016,392.45,395.85,369,374.25,409.55,389.89,425.53
18-01-2016,372.25,383.35,366.75,373.2,401.05,381.28,423.78
19-01-2016,376,396,376,393,397.68,377.84,423.78
20-01-2016,385.6,393.4,374.65,387.6,396.36,374.13,421.03
21-01-2016,400,412.45,397.7,409.15,374.31,397.18,412.82
22-01-2016,419.4,427.65,414.6,424.15,387.7,405.04,366.42
25-01-2016,429.75,429.75,415.2,420.85,395.65,414.97,366.42
27-01-2016,424.1,426.5,411.6,415.4,403.11,419.05,366.42
28-01-2016,416,416.9,402.4,405.65,407.64,426.88,374.31
29-01-2016,396,409.8,393.25,408.4,407.13,422.58,374.31
01-02-2016,410,410.35,394.5,399.3,418.3,402.29,392.9
02-02-2016,399,404.45,388.6,390.9,412.7,396.44,430.14
03-02-2016,387,390,379.15,380.55,405.34,389.91,430.14
04-02-2016,385.75,386.6,373.35,382.75,400.18,385.01,426.88
05-02-2016,384.7,405,384.25,399.55,398.96,373.01,417.28
08-02-2016,401,417.95,401,408.55,383.9,400.78,418.33
09-02-2016,401,405.9,396,399.9,386.63,401.68,418.33
10-02-2016,397.9,398,385.35,393.6,388.66,406.27,418.33
11-02-2016,392.9,396.75,373.3,377.2,404.69,387.24,418.33
12-02-2016,389.4,395.95,379.1,391.1,402.7,386.03,418.33
15-02-2016,395.65,420,395.65,417.65,378.76,404.54,420.38
16-02-2016,420.8,422.5,405,405.8,387.27,406.95,422.88
17-02-2016,406.9,406.9,394.75,403.1,389.2,408.77,422.88
18-02-2016,410.2,412.1,391.6,398.05,391.25,412.38,422.88
19-02-2016,395.6,396.9,390,392.5,389.65,411.97,422.88
22-02-2016,395,398.75,391.05,397.15,389.65,406.71,422.88
23-02-2016,397.9,397.9,383.25,385.15,402.12,389.03,422.88
24-02-2016,385,391,377.25,386.65,398.97,385.56,422.88
25-02-2016,386.1,387.8,377.45,378.2,394.02,382.65,412.47
26-02-2016,385,390.3,382.15,386.35,392.84,381.23,412.47
