DATE,OPEN,HIGH,LOW,CLOSE,SPEED Signal SL,REV SL,SPEED Trend SL
05-06-2014,1925,1950,1917,1946.35,1871.43,1925.1,1820.91
06-06-2014,1955.4,1983.5,1945.1,1973.6,1898.25,1950.64,1820.91
09-06-2014,1985,1989.6,1960.9,1967.25,1917.92,1961.3,1820.91
10-06-2014,1968,1969.35,1925.3,1932.5,1926.41,1991.39,1820.91
11-06-2014,1936.05,1968.5,1928,1940.8,1932.44,1972.88,1879.41
12-06-2014,1924,1928,1892.45,1902.75,1970.27,1924.82,1879.41
13-06-2014,1899,1907.9,1810.7,1818,1943.88,1891.23,1991.39
16-06-2014,1812,1822,1750,1773.1,1918.2,1848.43,1991.39
17-06-2014,1770,1848,1760.55,1839.6,1892.07,1822.19,1991.39
18-06-2014,1845,1875.9,1823.05,1848.5,1874.4,1758.97,1971.12
19-06-2014,1852.1,1867,1826.3,1841.8,1862.54,1789.21,1970.27
20-06-2014,1830,1883.7,1828,1866.35,1799.57,1864.61,1929.74
23-06-2014,1862,1889.95,1855.05,1882.95,1823.67,1881.33,1909.62
24-06-2014,1881,1930,1881,1925,1845.63,1895.63,1748.43
25-06-2014,1934,1934,1905,1912.7,1861.23,1906.48,1758.97
26-06-2014,1915.25,1939,1907.7,1927.6,1878.71,1922.11,1821.41
27-06-2014,1928.45,1936.7,1900.2,1909.2,1890.51,1930.09,1824.66
30-06-2014,1932,1950,1911,1918.85,1898.49,1939.16,1826.35
01-07-2014,1928,1935.4,1916.4,1920.05,1902.44,1936.85,1853.38
02-07-2014,1940,1941.5,1923.25,1926.85,1906.26,1938.53,1879.31
03-07-2014,1937,1947.7,1912.9,1925.7,1906.12,1939.09,1898.49
04-07-2014,1925,1948,1917.2,1935.9,1911.18,1943.02,1898.49
